label,text,text_length,processed_text
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,127,remind download content alreadi paid goto mymobi tv collect content
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",276,see knew give break time woul lead alway want miss curfew gonna gibe til one midnight movi gonna get til need come home need getsleep anyth need b studdi ear train
ham,I love to give massages. I use lots of baby oil... What is your fave position?,78,love give massag use lot babi oil fave posit
ham,Dude we should go sup again,27,dude go sup
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,79,yoyyooo u know chang permiss drive mac usb flash drive
ham,Gibbs unsold.mike hussey,24,gibb unsoldmik hussey
ham,I like to talk pa but am not able to. I dont know y.,52,like talk pa abl dont know
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,68,dun cut short leh u dun like ah fail she quit sad
ham,You unbelievable faglord,24,unbeliev faglord
ham,Wife.how she knew the time of murder exactly,44,wifehow knew time murder exactli
ham,Why do you ask princess?,24,ask princess
ham,I am great princess! What are you thinking about me? :),55,great princess think
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,62,nutter cutter ctter cttergg cttargg ctargg ctagg ie
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,104,ok noe ure busi im realli bore msg u oso dunno wat colour choos one
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,87,doesnt g class earli tomorrow thu shouldnt tri smoke ltgt
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",150,superb thought grate u dont everyth u want mean u still opportun happier tomorrow u today
ham,Hope you are having a good week. Just checking in,49,hope good week check
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",154,im use hope agent dont drop sinc ive book thing year whole boston nyc experi
ham,"Thursday night? Yeah, sure thing, we'll work it out then",56,thursday night yeah sure thing well work
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",125,free rington wait collect simpli text password mix verifi get usher britney fml
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,126,probabl money worri thing come due sever outstand invoic work two three month ago
ham,How is it possible to teach you. And where.,43,possibl teach
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",77,wonder phone batteri went dead tell love babe
ham,Lovely smell on this bus and it ain't tobacco...,48,love smell bu aint tobacco
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",84,get worri derek taylor alreadi assum worst
ham,Hey what's up charles sorry about the late reply.,49,hey what charl sorri late repli
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",162,lastest stereophon marley dizze racal libertin stroke win nookii game flirt click themob wap bookmark text wap
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,79,ill give plu said grinul greet whenev speak
ham,WHITE FUDGE OREOS ARE IN STORES,31,white fudg oreo store
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",155,januari male sale hot gay chat cheaper call nation rate pmin cheap pmin peak stop text call pmin
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,146,love come took long leav zaher got word ym happi see sad left miss
ham,I am sorry it hurt you.,23,sorri hurt
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,160,cant feel nauseou im piss didnt eat sweet week caus today plan pig diet week im hungri
ham,Ok lor but not too early. Me still having project meeting now.,62,ok lor earli still project meet
ham,"Call me da, i am waiting for your call.",39,call da wait call
ham,I could ask carlos if we could get more if anybody else can chip in,67,could ask carlo could get anybodi els chip
ham,Was actually about to send you a reminder today. Have a wonderful weekend,73,actual send remind today wonder weekend
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",148,peopl see msg think iam addict msging wrong bcoz dont know iam addict sweet friend bslvyl
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,87,hey gave photo regist drive ah tmr wanna meet yck
ham,Dont talk to him ever ok its my word.,37,dont talk ever ok word
ham,When u wana see it then,23,u wana see
ham,On ma way to school. Can you pls send me ashley's number,56,way school pl send ashley number
ham,It shall be fine. I have avalarr now. Will hollalater,53,shall fine avalarr hollalat
ham,She went to attend another two rounds today..but still did't reach home..,73,went attend anoth two round todaybut still didt reach home
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,80,actual delet old websitenow blog magicalsongsblogspotcom
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",44,k wait chikkuil send aftr ltgt min
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,92,im diet ate mani slice pizza yesterday ugh im alway diet
ham,K:)i will give my kvb acc details:),35,ki give kvb acc detail
ham,Oh all have to come ah?,23,oh come ah
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over �1million to give away ! ppt150x3+normal text rate box403 w1t1jy,139,money r lucki winner claim prize text money �million give away pptxnormal text rate box wtji
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),106,im realli sorri wont b abl fridayhop u find alternativehop yr term go ok
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,103,congratul ore mo owo wa enjoy wish mani happi moment fro wherev go
ham,So do you have samus shoulders yet,34,samu shoulder yet
ham,What time you think you'll have it? Need to know when I should be near campus,77,time think youll need know near campu
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or �1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",158,dear matthew pleas call landlin complimentari lux tenerif holiday � cash await collect ppm sae tc box skxh
ham,Then dun wear jeans lor...,26,dun wear jean lor
ham,"Since when, which side, any fever, any vomitin.",47,sinc side fever vomitin
ham,K:)k.are you in college?,24,kkare colleg
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or �10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",148,urgent call landlin complimentari tenerif holiday � cash await collect sae tc box hp yf ppm
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,133,better made friday stuf like pig yesterday feel bleh least writh pain kind bleh
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),126,sell well ton coin sell coin someon thru paypal voila money back life pocket
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,78,theyr lot place hospit medic place safe
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),132,get touch folk wait compani txt back name age opt enjoy commun psm
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,116,also ive sorta blown coupl time recent id rather text blue look weed
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",221,sent score sopha secondari applic school think think appli research cost also contact joke ogunrind school one less expens one
ham,I cant wait to see you! How were the photos were useful? :),59,cant wait see photo use
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,137,ur cashbal current pound maxim ur cashin send go pmsg cc po box tcrw
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging,142,hey book kb sat alreadi lesson go ah keep sat night free need meet confirm lodg
ham,Chk in ur belovd ms dict,24,chk ur belovd ms dict
ham,Is that what time you want me to come?,38,time want come
ham,"Awesome, lemme know whenever you're around",42,awesom lemm know whenev your around
ham,Shb b ok lor... Thanx...,24,shb b ok lor thanx
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",159,beauti truth graviti read care heart feel light someon feel heavi someon leav good night
ham,Also remember to get dobby's bowl from your car,47,also rememb get dobbi bowl car
spam,Filthy stories and GIRLS waiting for your,41,filthi stori girl wait
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,122,sorri c ur msg yar lor poor thing one night tmr ull brand new room sleep
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",126,love isnt decis feel could decid love life would much simpler less magic
ham,Welp apparently he retired,26,welp appar retir
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,114,sort code acc bank natwest repli confirm ive sent right person
ham,Where @,7,
ham,U sure u can't take any sick time?,34,u sure u cant take sick time
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,156,urgent tri contact u today draw show � prize guarante call land line claim validhr
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",92,watch cartoon listen music amp eve go templ amp church u
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,90,yo chad gymnast class wanna take site say christian class full
ham,Are you this much buzy,22,much buzi
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,85,better still catch let ask sell ltgt
ham,I am not sure about night menu. . . I know only about noon menu,63,sure night menu know noon menu
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,220,u want come backa beauti necklac token heart youthat give wife likingb seeno one give thatdont call mei wait till come
ham,Are you willing to go for aptitude class.,41,will go aptitud class
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",60,wont b tri sort hous ok
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",88,yar lor wan go c hors race today mah eat earlier lor ate chicken rice u
ham,"Haha awesome, omw back now then",31,haha awesom omw back
ham,Yup i thk so until e shop closes lor.,37,yup thk e shop close lor
ham,what is your account number?,28,account number
ham,Eh u send wrongly lar...,24,eh u send wrongli lar
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya,117,hey ad crap nite borin without ya boggi u bore biatch thanx u wait til nxt time il ave ya
ham,Ok i shall talk to him,22,ok shall talk
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,210,dont hesit know second time weak like keep notebook eat day anyth chang day sure noth
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,50,hey pay salari de ltgt
ham,Another month. I need chocolate weed and alcohol.,49,anoth month need chocol weed alcohol
ham,If he started searching he will get job in few days.he have great potential and talent.,87,start search get job daysh great potenti talent
ham,Reckon need to be in town by eightish to walk from * carpark.,61,reckon need town eightish walk carpark
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",141,congrat mobil g videophon r call videochat wid mate play java game dload polyph music nolin rentl
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,54,look fuckin time fuck think
ham,Yo guess what I just dropped,28,yo guess drop
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,49,carlo say hell mu ltgt minut
ham,I'm in office now . I will call you  &lt;#&gt;  min:),53,im offic call ltgt min
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",145,geeee miss alreadi know think fuck cant wait till next year togeth love kiss
ham,"Yun ah.the ubi one say if �_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.̬n",161,yun ahth ubi one say � wan call tomorrowcal look ireneer got bu ubi cresubi tech parkph st wkg days̬n
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,53,ugh gotta drive back sd la butt sore
ham,26th OF JULY,12,th juli
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,142,hi im relax time ever get everi day parti good night get home tomorrow ish
ham,Up to �_... �� wan come then come lor... But i din c any stripes skirt...,73,� �� wan come come lor din c stripe skirt
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,129,xma stori peac xma msg love xma miracl jesu hav bless month ahead amp wish u merri xma
ham,"I can't, I don't have her number!",33,cant dont number
ham,Change again... It's e one next to escalator...,47,chang e one next escal
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,72,yetund im class run water make ok pl
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?,147,lot happen feel quiet beth aunt charli work lot helen mo
ham,Then �_ wait 4 me at bus stop aft ur lect lar. If i dun c �_ then i go get my car then come back n pick �_.,107,� wait bu stop aft ur lect lar dun c � go get car come back n pick �
ham,"Aight will do, thanks again for comin out",41,aight thank comin
ham,No..but heard abt tat..,23,nobut heard abt tat
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed �1000 cash or �5000 prize!,147,pleas call custom servic repres freephon ampm guarante � cash � prize
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,104,yesh realli greatbhaji told kalli best cricket sachin worldveri tough get
ham,&lt;#&gt;  am I think? Should say on syllabus,45,ltgt think say syllabu
ham,Umma. Did she say anything,26,umma say anyth
ham,Give me a sec to think think about it,37,give sec think think
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,150,panason bluetoothhdset free nokia free motorola free doublemin doubletxt orang contract call mobileupd call optout
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,132,dont quit know still cant get hold anyon cud pick bout pm see theyr pub
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",63,poyyarikaturkolathupalayamunjalur posterod di ltgt
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",108,dear heroi leav qatar tonit apt opportunitypl keep touch ltemailgt kerala
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,93,lol would mom would fit tell whole famili crazi terribl
ham,"I just got home babe, are you still awake ?",43,got home babe still awak
ham,I dunno they close oredi not... �� v ma fan...,46,dunno close oredi �� v fan
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,56,buy pizza meat lover suprem u get pick
ham,"Ya, told..she was asking wats matter?",37,ya toldsh ask wat matter
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",124,dearregret cudnt pick calldrov frm ctla cochin homeleft mobil carent style ishtamayoohappi bakrid
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,158,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate pobox wwq normpton
ham,Shall i send that exe to your mail id.,38,shall send exe mail id
ham,Nope watching tv at home... Not going out. V bored...,53,nope watch tv home go v bore
ham,Don know..wait i will check it.,31,knowwait check
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",224,good afternoon gloriou anniversari day sweet j hope find happi content prey think send teas kiss across sea coax imag fond souveni cougarpen
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,156,guess somebodi know secretli fanci wanna find give us call landlin dateboxessexcmxn pmin
ham,We still on for tonight?,24,still tonight
ham,May i call You later Pls,24,may call later pl
ham,Hasn't that been the pattern recently crap weekends?,52,hasnt pattern recent crap weekend
ham,I have a sore throat. It's scratches when I talk,48,sore throat scratch talk
ham,Yes da. Any plm at ur office,28,ye da plm ur offic
ham,Are you not around or just still asleep? :V,43,around still asleep v
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe",49,lol forgot eh ye ill bring babe
ham,"Its good, we'll find a way",26,good well find way
ham,Can not use foreign stamps in this country. Good lecture .,58,use foreign stamp countri good lectur
ham,Yup bathe liao...,17,yup bath liao
ham,HAPPY NEW YEAR MY NO.1 MAN,26,happi new year man
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",127,oh mr sheffield wanna play game okay your boss im nanni give rais ill give one
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,103,zoe hit im fuck shitin il defo tri hardest cum morow luv u million lekdog
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",157,hello babi get back mom set comput fill belli goe loverboy miss alreadi sigh
ham,"No my blankets are sufficient, thx",34,blanket suffici thx
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",128,naughti littl thought better flirt flirt n flirt rather love someon n gettin hurt hurt n hurt gud nyt
ham,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",143,edison rightli said fool ask question wise man answer know us speechless viva gm
ham,They just talking thats it de. They wont any other.,51,talk that de wont
ham,Today am going to college so am not able to atten the class.,60,today go colleg abl atten class
ham,I'm in class. Will holla later,30,im class holla later
ham,Easy ah?sen got selected means its good..,41,easi ahsen got select mean good
ham,Mmm thats better now i got a roast down me! i��d b better if i had a few drinks down me 2! Good indian?,103,mmm that better got roast i��d b better drink good indian
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",101,know someon know fanci call find pobox lshb p
ham,"Come round, it's . ",19,come round
ham,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",114,thing chang sentenc want concentr educ career im leav
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",104,flirt txt girl bloke ur name age eg girl zoe join get chat
ham,I walked an hour 2 c u! doesn��t that show I care y wont u believe im serious?,78,walk hour c u doesn��t show care wont u believ im seriou
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,135,day euro kickoff u kept inform latest news result daili unsubscrib send get euro stop
ham,Are you available for soiree on June 3rd?,41,avail soire june rd
ham,Do u noe wat time e place dat sells 4d closes?,46,u noe wat time e place dat sell close
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",136,got anoth job one hospit data analysi someth start monday sure thesi got finish
ham,Jay's getting really impatient and belligerent,46,jay get realli impati belliger
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,157,hiya comin bristol st week april le got rudi new yr eve snoringthey drunk u bak colleg yet work send ink bath
ham,I'm at work. Please call,24,im work pleas call
ham,Then u drive lor.,17,u drive lor
ham,Ard 515 like dat. Y?,20,ard like dat
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,84,tell theyr femal v howr throw decid get
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN �100 Cash WKENT/150P16+,152,eastend tv quiz flower dot compar violet e tulip f lili txt e f chanc win � cash wkentp
ham,I'm working technical support :)voice process.networking field.,63,im work technic support voic processnetwork field
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,155,might come kerala daysso prepar take leav finalis dont plan travel visitne finish urgent work
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,122,ok sure time tho sure get librari class tri see point good eve
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,143,new local date area lot new peopl regist area repli date start repli
ham,"That's fine, I'll bitch at you about it later then",50,that fine ill bitch later
ham,No my mum went 2 dentist.,25,mum went dentist
ham,Once free call me sir. I am waiting for you.,44,free call sir wait
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,65,meet u work tel shall work tomorrow
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,134,someon u know ask date servic contact cant guess call reveal po box wu
ham,Jus finish bathing...,21,ju finish bath
ham,"alright, I'll make sure the car is back tonight",47,alright ill make sure car back tonight
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,156,urgent tri contact u today draw show � prize guarante call land line claim c validhr
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,90,dear uve invit xchat final attempt contact u txt chat
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,135,lul im gettin juici gossip hospit two nurs talk fat gettin one think she obes oyea
ham,Aight ill get on fb in a couple minutes,39,aight ill get fb coupl minut
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,83,oi ami parchi na kicchu kaaj kort iccha korch na phone ta tul na plz plz
ham,Where can download clear movies. Dvd copies.,44,download clear movi dvd copi
ham,"Yep, by the pretty sculpture",28,yep pretti sculptur
ham,Convey my regards to him,24,convey regard
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,67,watch surya movi pm vijay movi pokkiri
ham,You tell what happen dont behave like this to me. Ok no need to say,67,tell happen dont behav like ok need say
ham,Can u get pic msgs to your phone?,33,u get pic msg phone
ham,Send to someone else :-),24,send someon els
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,119,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,910,love start attractioni feel need everi time around mesh first thing come thoughtsi would start day end hersh everi time dreamlov everi breath namemi life happen around hermi life name heri would cri herwil give happi take sorrowsi readi fight anyon heri love craziest thing herlov dont proov anyon girl beauti ladi whole planeti alway sing prais herlov start make chicken curri end maki sambarlif beauti thenwil get everi morn thank god day mei would like say lotwil tell later
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",158,frndship like needl clock though v r clock v r nt abl met evn v meetitz second bt v alwi stay conect gud
ham,I don't think he has spatula hands!,35,dont think spatula hand
ham,You can never do NOTHING,24,never noth
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p�3.99,152,award sipix digit camera call landlin deliveri within day cs box mbp yr warranti ppm p p�
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,53,goodmorn today late ltdecimalgt min
spam,WIN URGENT! Your mobile number has been awarded with a �2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,145,win urgent mobil number award � prize guarante call land line claim valid hr ppm
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,72,pleas da call mistak side sorri da pl da goto doctor
ham,Where r we meeting?,19,r meet
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",188,well weather cali great complex great need car move freeli tax outrag great place sad part miss home
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,71,reach home tire come tomorro
ham,Ryder unsold.now gibbs.,23,ryder unsoldnow gibb
spam,Dear Subscriber ur draw 4 �100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,141,dear subscrib ur draw � gift voucher b enter receipt correct an elvi presley birthday txt answer
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,160,dont fret ill buy ovul test strip send wont get til like march send postal addressul alrightokay
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,73,gift tri get throw cliff someth
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,106,ne thing interest good birthday u wrking nxt start uni today
ham,You busy or can I come by at some point and figure out what we're doing tomorrow,80,busi come point figur tomorrow
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",105,yeah go bore depress sittin waitin phone ring hope wind drop though scari
ham,Black shirt n blue jeans... I thk i c �_...,43,black shirt n blue jean thk c �
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,68,aiyah sorri lor watch tv watch forgot check phone
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,159,messag import inform user today lucki day find log onto fantast surpris await
ham,on hen night. Going with a swing,32,hen night go swing
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",159,good afternoon love goe day woke earli onlin wait hmmm italian boy onlin see grin
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,140,someon smoke everi time ive smoke last two week call text want smoke
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),101,youll get headach tri figur u trust math promis
ham,S s..first time..dhoni rocks...,31,sfirst timedhoni rock
ham,Ok ill tell the company,23,ok ill tell compani
ham,"Awesome, think we can get an 8th at usf some time tonight?",58,awesom think get th usf time tonight
ham,So that means you still think of teju,37,mean still think teju
ham,"No I'm good for the movie, is it ok if I leave in an hourish?",61,im good movi ok leav hourish
ham,No no:)this is kallis home ground.amla home town is durban:),60,nothi kalli home groundamla home town durban
ham,So lets make it saturday or monday as per convenience.,54,let make saturday monday per conveni
ham,Hey... What time is your driving on fri? We go for evaluation on fri?,69,hey time drive fri go evalu fri
spam,"449050000301 You have won a �2,000 price! To claim, call 09050000301.",69,� price claim call
ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,72,im go lunch wif famili aft dat go str orchard lor
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",156,bore speed date tri speedchat txt speedchat dont like em txt swap get new chatter chat poboxwwq pmsg rcd
